rgn,ita,title,author,poem_id
Lôi che già e’ mèsa tla faldèda,Luglio che già nasconde nel ventre,POCO VERDE,gabellini,gabellini__0
dal bàle ad paia l’arcord de vird.,delle balle di paglia il ricordo del verde.,POCO VERDE,gabellini,gabellini__0
Isé tal sere ‘d lòuna tropa grosa,Così nelle sere di luna troppo piena,POCO VERDE,gabellini,gabellini__0
la s fa tèndra la vosa ch’la ragna,si fa tenera la voce che grida,POCO VERDE,gabellini,gabellini__0
m’un chén ch’e’ baia tótt’la nòta,"a un cane che abbaia tutta la notte,",POCO VERDE,gabellini,gabellini__0
sènza truvé e’ curag mai ad invlinèl.,senza trovare mai il coraggio di avvelenarlo.,POCO VERDE,gabellini,gabellini__0
LA GITA,LA GITA,POCO VERDE,gabellini,gabellini__0
A’ sémm quéi che tal foto dal gite,Siamo quelli che nelle foto delle gite,POCO VERDE,gabellini,gabellini__0
"se sfònd, a guardàmie pugéd ma la cana","guardavamo sullo sfondo, appoggiati alla canna,",POCO VERDE,gabellini,gabellini__0
"ch’i pèsca da la palèda dri mizdè,","chi pesca dal molo verso mezzogiorno,",POCO VERDE,gabellini,gabellini__0
par fès travarsè de tèmp dal matèine.,per farsi traversare dal tempo delle mattine.,POCO VERDE,gabellini,gabellini__0
A sémm al stanghe dal bandiere ch’a l guèrda,Siamo le aste delle bandiere che guardano,POCO VERDE,gabellini,gabellini__0
e’ mèr e li s gira t’un scòs,il mare e d’un tratto si girano,POCO VERDE,gabellini,gabellini__0
"e u c pèr che un pensier e’ vòia travarsè,","e ci sembra che un pensiero voglia traversare,",POCO VERDE,gabellini,gabellini__0
mò u l lega un nud ch’l’è trop vèc.,ma lo lega un nodo che è troppo vecchio.,POCO VERDE,gabellini,gabellini__0
Marinèr da tèra ch’i cnôss i nom,Marinai di terra che conoscono i nomi,POCO VERDE,gabellini,gabellini__0
"de pèss sal bènche de marchè, i spera","del pesce sulle banchine del mercato, sperano",POCO VERDE,gabellini,gabellini__0
‘na burasca da dis per an e un nòmre,una burrasca da dirsi negli anni e un numero,POCO VERDE,gabellini,gabellini__0
"l’è un nom d’un bagnìn, de su ba, de su non.","è il nome di un bagnino, di suo padre, di suo nonno.",POCO VERDE,gabellini,gabellini__0
Ch’u s ciaparà l’impègn da vnìs a ciarchì,Chi vorrà mai prendersi l’impegno di venirci a cercare,POCO VERDE,gabellini,gabellini__0
"te fond d’un casètt d’un palàz, t’na cità,","nel fondo di un cassetto di un palazzo, in una città,",POCO VERDE,gabellini,gabellini__0
"te sfònd d’na primavera già zcòrda,",sullo sfondo di una primavera dimenticata,POCO VERDE,gabellini,gabellini__0
a farémm e’ gir de mônd fèrme ch’pèr un pèl.,faremo il giro del mondo fermi come pali.,POCO VERDE,gabellini,gabellini__0
L’utma foia,L’ultima foglia,POCO VERDE,gabellini,gabellini__0
O spitè cent’an te’ mez dla pianura,Ho aspettato cent’anni in mezzo alla pianura,POCO VERDE,gabellini,gabellini__0
s’un arsùra che bé un bastava,con una sete che bere non bastava,POCO VERDE,gabellini,gabellini__0
desdé sot’un ébre purchésia,seduto sotto un albero qualsiasi,POCO VERDE,gabellini,gabellini__0
senza prèg e né difèt,senza pregi né difetti,POCO VERDE,gabellini,gabellini__0
che e’ pasàs cl’umèt biénch,che passasse quell’ometto bianco,POCO VERDE,gabellini,gabellini__0
che un om u n’è e un ang-le gnènca.,che un uomo non è e neppure un angelo.,POCO VERDE,gabellini,gabellini__0
Cu m’insegnés la rèta via,Che mi indicasse la retta via,POCO VERDE,gabellini,gabellini__0
tramèza sti santìr in tla burasca.,in mezzo a questi sentieri nella burrasca.,POCO VERDE,gabellini,gabellini__0
Pó l’ùtma fóia l’è casca,Poi l’ultima foglia è caduta,POCO VERDE,gabellini,gabellini__0
e mé sa lia.,ed io con lei.,POCO VERDE,gabellini,gabellini__0
Ormai l’è un pëz,ormai è un pezzo,ASPETTO,gagliardi,gagliardi__0
ch’a tegn d’asté,che aspetto,ASPETTO,gagliardi,gagliardi__0
cun j oc par aria’,con gli occhi per aria,ASPETTO,gagliardi,gagliardi__0
A j ò bsögn d’un segn!,ho bisogno d’un segno!,ASPETTO,gagliardi,gagliardi__0
E’ fisich,Il corpo,IL MIO CASTIGO,gagliardi,gagliardi__1
u s’straca,si stanca,IL MIO CASTIGO,gagliardi,gagliardi__1
"tot i dè d’piò,",ogni giorno di più,IL MIO CASTIGO,gagliardi,gagliardi__1
la tësta invézi,la mente invece,IL MIO CASTIGO,gagliardi,gagliardi__1
la funziouna,funziona,IL MIO CASTIGO,gagliardi,gagliardi__1
piò che prema,più di prima,IL MIO CASTIGO,gagliardi,gagliardi__1
Cvest,Questo,IL MIO CASTIGO,gagliardi,gagliardi__1
l’è e’ mi castigh!,è il mio castigo,IL MIO CASTIGO,gagliardi,gagliardi__1
S’a m’vult indrì,Se mi volto indietro,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
a gvardé la nebia,a fissare la nebbia,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
a m’inucares,m’incanto,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
"e cun la boca avérta,",ed a bocca aperta,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
a seint che e’ cor,sento che il cuore,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
u m’dà una böta’,sussulta,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
Pr un vérs o pr un étar,Per un verso o per l’altro,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
a fëg una gràn fadiga,faccio una gran fatica,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
a distém toti al matèn,a destarmi ogni mattina,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
cun la voja,con la voglia,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
d’ridar e d’scarzé’,di ridere e scherzare,PER UN VERSO O PER L’ALTRO,gagliardi,gagliardi__2
S’a fos boun,Se fossi capace,SE,gagliardi,gagliardi__3
‘d tiré a fé séra’,di tirar sera,SE,gagliardi,gagliardi__3
S’a putes,Se potessi,SE,gagliardi,gagliardi__3
campé seinza doi,vivere senza dolori,SE,gagliardi,gagliardi__3
e seinza pinsir’,e senza pensieri,SE,gagliardi,gagliardi__3
turné indrì,tornare indietro,SE,gagliardi,gagliardi__3
e fé count d’gnit’,e far conto di niente,SE,gagliardi,gagliardi__3
J èn i pasa,Gli anni passano,CI SONO VOLTE,gagliardi,gagliardi__4
e i dè seinza mutìv,ed i giorni senza un motivo,CI SONO VOLTE,gagliardi,gagliardi__4
j è tot precis’,sono tutti uguali,CI SONO VOLTE,gagliardi,gagliardi__4
U j è dal vólt,Ci sono volte,CI SONO VOLTE,gagliardi,gagliardi__4
ch’a m’avreb lasé,che vorrei lasciarmi,CI SONO VOLTE,gagliardi,gagliardi__4
dri dal spal e’ mi svut,alle spalle questo vuoto,CI SONO VOLTE,gagliardi,gagliardi__4
e tnì d’asté,e attendere,CI SONO VOLTE,gagliardi,gagliardi__4
ch’u s’fëga séra,che si faccia sera,CI SONO VOLTE,gagliardi,gagliardi__4
par fé ciapér e’ vol,per lasciar prendere il volo,CI SONO VOLTE,gagliardi,gagliardi__4
a la mi enma’,alla mia anima,CI SONO VOLTE,gagliardi,gagliardi__4
L’è un pëz ormai,È un pezzo ormai,CI SONO VOLTE,gagliardi,gagliardi__4
ch’a m’in so ‘dé,che mi sono accorto,CI SONO VOLTE,gagliardi,gagliardi__4
che stér a e’ mond,che stare al mondo,CI SONO VOLTE,gagliardi,gagliardi__4
sól par campé,solo per campare,CI SONO VOLTE,gagliardi,gagliardi__4
u n’um basta piò!,non mi è più sufficiente!,CI SONO VOLTE,gagliardi,gagliardi__4
"U-n s’vô fê’ dè,",Non vuol far giorno,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
e a-n sö piò bon ‘d ciapê’ sön.,e non sono più capace di prender sonno.,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
A ‘rmëst a cve,Resto quì,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
cun i mi pinsir,coi miei pensieri,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
a gvardê’ e’ culór dal stël.,a guardare il colore delle stelle.,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
"Pu ‘d böta u-s liva e’ sól,","Poi d’un tratto sorge il sole,",FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
una luš acsè forta,una luce così forte,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
ch’la-t chêva j oc!,che abbaglia!,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
Int l’aria,Nell’aria,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
u s’è turnê a fê’ sintì,è tornato a farsi sentire,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
"l’udór dla tëra,",l’odore della terra,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
un rispir ch’l’è la vóš dla vita.,un respiro che è la voce della vita,FRA LUCE E OSCURITÀ,gagliardi,gagliardi__5
Burdell l’è j ùltum sprazz.,Ragazzi sono gli ultimi sprazzi.,Il mestiere,galli,galli__0
"U s’ fa qualch quèl cun i camion dop mezanòta, spessa e’ cavalcavia,","Si fa qualcosa coi camion dopo mezzanotte, dietro il cavalcavia,",Il mestiere,galli,galli__0
quell ch’ven ven.,quel che viene viene.,Il mestiere,galli,galli__0
E’ lun a fagh e’ marchè a Furlé in ca’ d’un’amiga.,Il lunedì faccio il mercato a Forlì in casa di un’amica.,Il mestiere,galli,galli__0
"Cióu, l’è fadiga;","Eh sì, è dura;",Il mestiere,galli,galli__0
"a n’ ò pió vent an, ch’ a fasi vi la fila…","non ho più vent’anni, che facevate la fila…",Il mestiere,galli,galli__0
"Che dé ch’a m’ truvarì mórta amazèda da quèlca pèrta cun la bursetta svùita, avrò pu’ finì.","Il giorno che mi troverete morta ammazzata da qualche parte con la borsetta vuota, avrò pure finito.",Il mestiere,galli,galli__0
E’ pió e’ sarà pr’e’ mi Gigin ch’u n’ saveva gnint.,Il peggio sarà per il mio Gigino che non sapeva niente.,Il mestiere,galli,galli__0
"Una sciàbula ad lata, una cumetta,","Una sciabola di latta, un aquilone,","E poi, la vita",galli,galli__1
"un gatìn truvè par la strèda,","un gattino trovato per la strada,","E poi, la vita",galli,galli__1
"un cumpagn da zughì insen,","un amico da giocarci assieme,","E poi, la vita",galli,galli__1
impalughis sora la tvaja.,appisolarsi sulla tovaglia.,"E poi, la vita",galli,galli__1
E’ ba’ ch’e’ ven a ca’,Il babbo che rincasa,"E poi, la vita",galli,galli__1
e t’sint d’int e’ lèt ch’l’à méss e’ cadnaz:,e senti dal letto che ha messo il catenaccio:,"E poi, la vita",galli,galli__1
e’ papon u n’ pò pió antrè.,l’orco non può più entrare.,"E poi, la vita",galli,galli__1
"S’e’ tira e’ vent, s’e’ touna, slonga la manina int e’ scur,","Se tira vento, se tuona, tendi la manina nel buio,","E poi, la vita",galli,galli__1
la mama la j è alé:,la tua mamma è lì:,"E poi, la vita",galli,galli__1
"«No’ avé pavura, dorma só».","«Non aver paura, su, dormi».","E poi, la vita",galli,galli__1
E pó la vita.,"E poi, la vita.","E poi, la vita",galli,galli__1
Agli évi ch’a l’ s’ fa la ca’ mei d’un inzgnir,Le api che si fanno la casa meglio di un ingegnere,Vai poi a capire,galli,galli__2
"i nótal ch’j à int la testa una spezi ad ràdar par no’ cuzé int e’ mur,","i pipistrelli che hanno nella testa una specie di radar per non sbattere contro il muro,",Vai poi a capire,galli,galli__2
"la tèra ch’la frólla pr‘èria, da par lia, cme una pirócca…","la terra che frulla per aria, da sola, come una trottola…",Vai poi a capire,galli,galli__2
"E pó un taramòt e’ spiena una zità,","E poi un terremoto spiana una città,",Vai poi a capire,galli,galli__2
e’ babìn ‘d Filiberto ch’l’è nasù zigh.,il bambino di Filiberto che è nato cieco.,Vai poi a capire,galli,galli__2
Va’ pu’ a capì…,Vai poi a capire…,Vai poi a capire,galli,galli__2
Amilcare ch’u s’ lamènta de’ su fiól,Amilcare che si lamenta di suo figlio,I figli,galli,galli__3
"ch’u n’ n’à vója ad s-ciantèn, tótt’ la nota vajun, a trent’an senza un amstir, ch’u i tócca dèi da magné lo ch’l’è vèc","quello sfaticato, tutta la notte in giro, a trent’anni senza un mestiere, che gli tocca mantenerlo lui che è vecchio",I figli,galli,galli__3
"u m’ dmanda sempra cun un po’ d’invigia de’ mia ch’l’è professor a Milèn, una zima, ch’i l’ cema par di cunsult da tótt’ al pèrti d’Italia,","mi chiede sempre con un po’ d’invidia del mio che è professore a Milano, una cima, che lo chiamano per dei consulti da tutte le parti d’Italia,",I figli,galli,galli__3
e u m’ dis: «Quii j è fiùl! Quelli agl’j è sudisfazion!»,e mi dice: «Quelli sono figli! Quelle sono soddisfazioni!»,I figli,galli,galli__3
(A vut ch’a i vaga a dì che in quendg an a l’ò vést dó vólti:,(Vuoi che gli dica che in quindici anni l’ho visto due volte:,I figli,galli,galli__3
"quant u s’ spuset e quant e’ muret la su ma’, ch’ l’arivét ch’la j era zà sottatèra).","quando si sposò e quando morì la sua mamma, che arrivò ch’era già sottoterra).",I figli,galli,galli__3
"Un chèn un gat un sórgh, du dé dop ch’l’è scapè fóra d’int la pènza dla su ma’, e’ sa fè tótt l’à imparè tótt.","Un cane un gatto un topo, due giorni dopo che è uscito dalla pancia di sua madre, sa fare tutto ha imparato tutto.",Gli animali,galli,galli__4
"A nun u n’z’ basta una vita, a z’ n’andam sottatèra senza avé capì gnint.","A noi non basta una vita, ce n’andiamo sottoterra senza aver capito niente.",Gli animali,galli,galli__4
Pr’e’ mi fiól,A mio figlio,Il tuo vecchio,galli,galli__5
S’t’a t’avéss d’imbat’ int e’ tu vèc lassa un mumantin j amigh,Se ti dovessi imbattere nel tuo vecchio lascia un momentino gli amici,Il tuo vecchio,galli,galli__5
vinm’ incontra,vienimi incontro,Il tuo vecchio,galli,galli__5
dmàndum cm’a stagh s’a j ò bsogn ’d gnint,chiedimi come sto se ho bisogno di niente,Il tuo vecchio,galli,galli__5
ciàpum sottabraz,prendimi a braccetto,Il tuo vecchio,galli,galli__5
fam fè du pass cun te fin a ca’,fammi fare due passi con te fino a casa,Il tuo vecchio,galli,galli__5
"e no’ farmèt int la porta,","e non fermarti sulla soglia,",Il tuo vecchio,galli,galli__5
"entra, mett’ insdé.","entra, siediti.",Il tuo vecchio,galli,galli__5
A l’avessi fat me cun e’ mi ba’.,L’avessi fatto io con mio padre.,Il tuo vecchio,galli,galli__5
"Se t’ pens che un fiór tr’al pagini d’un lìbar, un indirez, e’ bigliet de’ treno cla vólta che t’andest a Roma, e’ védar d’un bicìr dentra la cardenza, i luta pió d’un s-cén.","Se pensi che un fiore tra le pagine di un libro, un indirizzo, il biglietto del treno quella volta che andasti a Roma, il vetro di un bicchiere dentro la credenza, durano più di un uomo.",Se pensi…,galli,galli__6
S’ t’a t’ vólt indria ch’u n’ s’ u n’ vega un di segn che t’é fat quant t’ ci passè.,Se ti volti indietro nemmeno uno dei segni che hai fatto quando sei passato.,I segni,galli,galli__7
Cme se t’ a n’ fós mai passè.,Come se tu non fossi mai passato.,I segni,galli,galli__7
"A l’Iris, la strolga, ch’la tireva avènti a spesi di balusa, u i scapet det, una sera ch’ a i s’era nenca me, ch’la sareb mórta la viziglia ad Pasqua.","A Iris, l’astrologa, che viveva a spese dei minchioni, scappò detto, una sera che c’ero anch’io, che sarebbe morta la vigilia di Pasqua.","Lucilio (XI, 164)",galli,galli__8
E adès: zughis la clientela o lassè avért e’ rubinet de’ gas.,E adesso: perdere la clientela o lasciare aperto il rubinetto del gas.,"Lucilio (XI, 164)",galli,galli__8
"La paróca, la dantira, al zei finti,","La parrucca, la dentiera, le ciglia finte,","Lucilio (XI, 310)",galli,galli__9
"la pumèda pr’al grinzi, e’ nès arfat:","la crema per le rughe, il naso rifatto:","Lucilio (XI, 310)",galli,galli__9
"tàjat la testa, t’ sparagn e t’ fé prema.","tàgliati la testa, risparmi e fai prima.","Lucilio (XI, 310)",galli,galli__9
In ca’ tua u n’ s’ passa pió da i gran lìbar;,In casa tua non ci si muove più per i molti libri;,La biblioteca del poeta,galli,galli__10
"t’ é pin j armèri, i bavól;","ne sono pieni gli armadi, i bauli;",La biblioteca del poeta,galli,galli__10
"u i n’è dal grézi int e’ tinèl, int la cambra da lèt, só int e’ sulèr;","ce ne sono cataste nel tinello, nella camera da letto, su in soffitta;",La biblioteca del poeta,galli,galli__10
e u s’ dis t’a n’é parsina int e’ lucómad: che acsé l’è tót un punzè…,e si dice che ne tieni perfino nel cesso: che così è tutto un ponzare…,La biblioteca del poeta,galli,galli__10
"Prova ad met’ e’ nès fóra dla porta,","Metti il naso fuori dell’uscio,",La biblioteca del poeta,galli,galli__10
"zira par la cuntrèda,","gira per la contrada,",La biblioteca del poeta,galli,galli__10
fat racuntè da Vito i su nuventòt’an:,fatti raccontare da Vito i suoi novantott’anni:,La biblioteca del poeta,galli,galli__10
"u j è da divertis, poeta.","c’è da divertirsi, poeta.",La biblioteca del poeta,galli,galli__10
"Se dadbón adlà i fa dó mocci da un chènt i bun e da cl’èt’ i lazarun, me sin d’adès a pregh e’ nost’ Signor ch’u m’ metta pu’ du’ che vó lo, un bus purcsia,","Se davvero nell’aldilà fanno due mucchi, da una parte i buoni e dall’altra i lazzaroni, io sin d’ora prego Nostro Signore che mi metta pure dove vuole, un buco qualsiasi,",Se davvero nell’aldilà,galli,galli__11
basta che d’ ógna tènt a possa avdèim cun quaicadun di mia par dii tót quél ch’a n’ sò’ stè bón ad dì quant a sami insen.,purché ogni tanto possa vedermi con qualcuno dei miei per dir loro tutto quello che non sono stato capace di dire quando eravamo insieme.,Se davvero nell’aldilà,galli,galli__11
"Vers la fin d j ann '20 divers calzuler, oltre a vend li scherpie chi cumpreva già fatie, pri arutundé al mégre bilénc i s'arangieva a fe li arsuladurie e i soratach e, a richiesta, anche li scherpie novie su amsura, come i sartur i vistid.","Verso la fine degli anni '20 diversi calzolai, oltre che a vendere scarpe che compravano già fatte, per arrotondare il magro bilancio si arrangiavano a fare le risolature i sopratacchi e, a richiesta, anche le scarpe nuove su misura, come i sarti con i vestiti.",,galluzzi,galluzzi__0
